path,filename,modality,vocal_channel,emotion_code,emotion,intensity,statement,repetition,actor,gender,split,error,duration,sr,channels,frames,subtype,md5
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,03,01,04,sad,strong,Kids are talking by the door,1,1,male,train,,3.8037916666666667,48000,1,182582,PCM_16,5580c846f480f424165b5439dae924db
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,03,01,04,sad,strong,Kids are talking by the door,2,1,male,train,,3.703708333333333,48000,1,177778,PCM_16,dabd8c40df2ec65dbd7cc4beacfa1e26
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,03,01,04,sad,strong,Dogs are sitting by the door,1,1,male,train,,3.7370833333333335,48000,1,179380,PCM_16,089484cab65ef797351228e9e65d9e70
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,03,01,04,sad,strong,Dogs are sitting by the door,2,1,male,train,,3.7370625,48000,1,179379,PCM_16,92cc26a45c389f6029fa0f8cebfad0ae
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,03,01,05,angry,normal,Kids are talking by the door,1,1,male,train,,3.8705416666666665,48000,1,185786,PCM_16,e352ce212346f077e53f404165f5d2c2
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,03,01,05,angry,normal,Kids are talking by the door,2,1,male,train,,3.9372708333333333,48000,1,188989,PCM_16,8ca5e29074e4baa45ba64cd4580ea034
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,03,01,05,angry,normal,Dogs are sitting by the door,1,1,male,train,,3.5035,48000,1,168168,PCM_16,57cfbd10a1ec4f11c899dc1e40619f4f
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,03,01,05,angry,normal,Dogs are sitting by the door,2,1,male,train,,3.7370625,48000,1,179379,PCM_16,26082bfb0d94784b5b800c66dad9f73e
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,03,01,05,angry,strong,Kids are talking by the door,1,1,male,train,,4.104104166666667,48000,1,196997,PCM_16,3b3a46f4229a95b1200fe9c6fd326d35
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,03,01,05,angry,strong,Kids are talking by the door,2,1,male,train,,4.371041666666667,48000,1,209810,PCM_16,8fa6481fce927cf6232aea327c42d625
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,03,01,05,angry,strong,Dogs are sitting by the door,1,1,male,train,,4.137458333333333,48000,1,198598,PCM_16,66326fc5ebe0613fa2fadb87c1caec47
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,03,01,05,angry,strong,Dogs are sitting by the door,2,1,male,train,,4.437770833333333,48000,1,213013,PCM_16,798544d06603a4b799397d9ed63b1483
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,03,01,06,fearful,normal,Kids are talking by the door,1,1,male,train,,3.6703333333333332,48000,1,176176,PCM_16,c69204c1f03d2301c19c8c24a8d5e9bb
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,03,01,06,fearful,normal,Kids are talking by the door,2,1,male,train,,3.636979166666667,48000,1,174575,PCM_16,d0893636c02f297255dd508bc695a7fe
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,03,01,06,fearful,normal,Dogs are sitting by the door,1,1,male,train,,3.4367708333333336,48000,1,164965,PCM_16,cc95661163a6955c267dca4bce6ddc7f
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,03,01,06,fearful,normal,Dogs are sitting by the door,2,1,male,train,,3.7036875,48000,1,177777,PCM_16,66e040f6e7deed40f3218e700e89885d
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,03,01,06,fearful,strong,Kids are talking by the door,1,1,male,train,,5.005,48000,1,240240,PCM_16,eb6d08d05d8f9f74fb6d02a9fb5ca5e2
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,03,01,06,fearful,strong,Kids are talking by the door,2,1,male,train,,4.2375625,48000,1,203403,PCM_16,ed3ddbd557c81e4f1382b83f7002e2cd
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,03,01,06,fearful,strong,Dogs are sitting by the door,1,1,male,train,,3.970625,48000,1,190590,PCM_16,0bb7339716d1932d5d25b28a7178482a
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,03,01,06,fearful,strong,Dogs are sitting by the door,2,1,male,train,,3.9039166666666665,48000,1,187388,PCM_16,4a19b8722194f1a808cfce2a7d7deef4
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,03,01,07,disgust,normal,Kids are talking by the door,1,1,male,train,,3.8705208333333334,48000,1,185785,PCM_16,0d31e591c80c3a8a378dbf673303341a
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,03,01,07,disgust,normal,Kids are talking by the door,2,1,male,train,,3.9038958333333333,48000,1,187387,PCM_16,a218dc9f5ba045983beec977a91773d7
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,03,01,07,disgust,normal,Dogs are sitting by the door,1,1,male,train,,3.9038958333333333,48000,1,187387,PCM_16,120382d83289d04623ec71cea8ee60fb
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,03,01,07,disgust,normal,Dogs are sitting by the door,2,1,male,train,,3.8371666666666666,48000,1,184184,PCM_16,4fdfdb45f9714b7263f042355c57220e
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,03,01,07,disgust,strong,Kids are talking by the door,1,1,male,train,,4.304291666666667,48000,1,206606,PCM_16,037c0457b293114273dc4567220a5359
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,03,01,07,disgust,strong,Kids are talking by the door,2,1,male,train,,4.104104166666667,48000,1,196997,PCM_16,397c663579bf6169ae9e1b9ca4675a2b
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,03,01,07,disgust,strong,Dogs are sitting by the door,1,1,male,train,,4.037375,48000,1,193794,PCM_16,782229200e7ddfdc4d767ce5dbae1da3
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,03,01,07,disgust,strong,Dogs are sitting by the door,2,1,male,train,,4.371020833333334,48000,1,209809,PCM_16,402b648077fef1e08d3f6d936354252d
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,03,01,08,surprised,normal,Kids are talking by the door,1,1,male,train,,3.403395833333333,48000,1,163363,PCM_16,4c324abc9b6c52f19c136b69bbc942fa
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,03,01,08,surprised,normal,Kids are talking by the door,2,1,male,train,,3.2699166666666666,48000,1,156956,PCM_16,103fee565ffbc5a71cc908e3ef8acabf
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,03,01,08,surprised,normal,Dogs are sitting by the door,1,1,male,train,,3.536875,48000,1,169770,PCM_16,d6b5b08334b1e163df89475ae7db358c
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,03,01,08,surprised,normal,Dogs are sitting by the door,2,1,male,train,,3.2699166666666666,48000,2,156956,PCM_16,5523a4fe48bbcfa0c90dae964df15505
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,03,01,08,surprised,strong,Kids are talking by the door,1,1,male,train,,3.43675,48000,1,164964,PCM_16,a11e95b92d8ac2a307e272cbfba6eac5
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,03,01,08,surprised,strong,Kids are talking by the door,2,1,male,train,,3.5702291666666666,48000,1,171371,PCM_16,22a35720e716591397407d633704bd36
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,03,01,08,surprised,strong,Dogs are sitting by the door,1,1,male,train,,3.5035,48000,1,168168,PCM_16,a115bf04b0b5a10dd9fe945088649459
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_01\03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,03,01,08,surprised,strong,Dogs are sitting by the door,2,1,male,train,,3.2699375,48000,1,156957,PCM_16,91d802476f27631116ab313c28f70194
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,03,01,01,neutral,normal,Kids are talking by the door,1,2,female,train,,3.6369583333333333,48000,1,174574,PCM_16,69c49ecb61bb3aa4fb645f8574ab02d0
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,03,01,01,neutral,normal,Kids are talking by the door,2,2,female,train,,3.6036041666666665,48000,1,172973,PCM_16,db8721fc3764f4190694a9de1ef71dff
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,03,01,01,neutral,normal,Dogs are sitting by the door,1,2,female,train,,3.7704166666666667,48000,1,180980,PCM_16,ba96ce0f107c5363b6315484df1abd38
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,03,01,01,neutral,normal,Dogs are sitting by the door,2,2,female,train,,3.6035833333333334,48000,1,172972,PCM_16,03d0edb843fdd095042a81e153b20081
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,03,01,02,calm,normal,Kids are talking by the door,1,2,female,train,,3.8371666666666666,48000,1,184184,PCM_16,78f179fe1d8ff7ad838b4f303c8ab88d
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,03,01,02,calm,normal,Kids are talking by the door,2,2,female,train,,4.004,48000,1,192192,PCM_16,44b6262f1dac0beaec9b6ef035a65a52
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,03,01,02,calm,normal,Dogs are sitting by the door,1,2,female,train,,3.8371666666666666,48000,1,184184,PCM_16,a70b5e5947605771b7ed36435784a858
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,03,01,02,calm,normal,Dogs are sitting by the door,2,2,female,train,,3.970625,48000,1,190590,PCM_16,386ca64184f0b2757b406fb1593195c6
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,03,01,02,calm,strong,Kids are talking by the door,1,2,female,train,,4.137479166666667,48000,1,198599,PCM_16,76cfbaeb61ed42d899e621fdb325be0f
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,03,01,02,calm,strong,Kids are talking by the door,2,2,female,train,,4.037375,48000,1,193794,PCM_16,65a4c2a6b90e93ddce5508473e686c27
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,03,01,02,calm,strong,Dogs are sitting by the door,1,2,female,train,,4.104104166666667,48000,1,196997,PCM_16,42f020b482bd860073beca02bde14c06
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,03,01,02,calm,strong,Dogs are sitting by the door,2,2,female,train,,4.104104166666667,48000,1,196997,PCM_16,8f2e75829306ef50e0ba76d5708a6847
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,03,01,03,happy,normal,Kids are talking by the door,1,2,female,train,,3.6036041666666665,48000,1,172973,PCM_16,f6ad1e910f4d9c113cb46b72158a71d1
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,03,01,03,happy,normal,Kids are talking by the door,2,2,female,train,,3.7036875,48000,1,177777,PCM_16,ba92e7de149fafb1b5c5afa4b113b2fe
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,03,01,03,happy,normal,Dogs are sitting by the door,1,2,female,train,,3.7704375,48000,1,180981,PCM_16,51d248498b8716b32a0730c27cb4c1f5
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,03,01,03,happy,normal,Dogs are sitting by the door,2,2,female,train,,3.7370833333333335,48000,1,179380,PCM_16,49c8ed005c8fbf6599405474ec5b8984
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,03,01,03,happy,strong,Kids are talking by the door,1,2,female,train,,3.703708333333333,48000,1,177778,PCM_16,2d891babec6c1882441a7d7f2ea5b908
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,03,01,03,happy,strong,Kids are talking by the door,2,2,female,train,,3.6703333333333332,48000,1,176176,PCM_16,14410bbaf70d30cced60c2ede724e2cd
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,03,01,03,happy,strong,Dogs are sitting by the door,1,2,female,train,,3.703708333333333,48000,1,177778,PCM_16,bc3a1e43734cd29e19b89a7b96f9d6a2
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,03,01,03,happy,strong,Dogs are sitting by the door,2,2,female,train,,3.8705208333333334,48000,1,185785,PCM_16,7c82eacbabbc479d490967ad2c4c7dd4
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,03,01,04,sad,normal,Kids are talking by the door,1,2,female,train,,3.8371666666666666,48000,1,184184,PCM_16,a3f8504d80700b5107f654a4337567b4
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,03,01,04,sad,normal,Kids are talking by the door,2,2,female,train,,3.7704375,48000,1,180981,PCM_16,8c9bfd1bc82ac324f176917c37babcb3
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,03,01,04,sad,normal,Dogs are sitting by the door,1,2,female,train,,3.7370625,48000,1,179379,PCM_16,a9bf933aa81d9137b43a5eb171c0292c
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,03,01,04,sad,normal,Dogs are sitting by the door,2,2,female,train,,3.7704375,48000,1,180981,PCM_16,cf248dacd33e777b5062f82be36439e0
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,03,01,04,sad,strong,Kids are talking by the door,1,2,female,train,,3.7370833333333335,48000,1,179380,PCM_16,19d59325e00ba53548a3b771b8443edc
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,03,01,04,sad,strong,Kids are talking by the door,2,2,female,train,,3.7704166666666667,48000,1,180980,PCM_16,28a7677b7631e98b7b394a1d524b458f
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,03,01,04,sad,strong,Dogs are sitting by the door,1,2,female,train,,3.7036875,48000,1,177777,PCM_16,4f565cb569a36f7aa2af430648bfecc8
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,03,01,04,sad,strong,Dogs are sitting by the door,2,2,female,train,,3.6703333333333332,48000,1,176176,PCM_16,e31573b5162be1bc784a05ea985c6b24
C:\Emotion detection\-Emotion-Recognition-from-Speech\data\raw\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,03,01,05,angry,normal,Kids are talking by the door,1,2,female,train,,3.6703333333333332,48000,1,176176,PCM_16,f6c3eb0f78b922fc2478b4167ea5f972
